# generated by reference-checks/aces2_ocio_reference.py, OpenColorIO 2.5.2
# FIXED_FUNCTION_ACES_OUTPUT_TRANSFORM_20 (inverse direction)
# columns: peak_nits,limiting_primaries,r_display,g_display,b_display,r_ap0,g_ap0,b_ap0
# inputs are the forward outputs of aces2_ocio_output_transform.csv
1000.0,rec2020,-4.9740713e-05,1.6002086e-05,0.000113789865,1.0967421e-08,-3.1679715e-08,0.500003
1000.0,rec2020,0.48271808,-0.035245176,0.3836799,0.49999982,1.9714355e-07,0.49999937
1000.0,rec2020,1.3751731,-0.03694679,0.012704259,0.99999976,4.8540237e-08,1.890803e-08
1000.0,rec2020,1.3141446,1.1899573,-0.0232454,1.0,0.9999994,-5.167342e-07
1000.0,rec2020,-0.17044729,1.132259,0.002071046,-3.2003024e-07,1.0000007,9.5637155e-08
1000.0,rec2020,-0.28050202,0.9837602,0.91379905,1.6109072e-07,0.9999999,1.0000004
1000.0,rec2020,-0.00012282231,7.516441e-05,0.00028242814,7.460736e-07,-1.1142937e-06,1.0000421
1000.0,rec2020,1.1507372,-0.104874425,0.9165346,0.99999946,4.6753436e-07,1.0000002
1000.0,rec2020,10.416285,0.063792154,0.2294415,9.997692,0.00050318596,0.00015074734
1000.0,rec2020,7.4607573,6.8214955,-0.059167624,9.999987,9.999988,5.661892e-07
1000.0,rec2020,-2.1266477,9.573136,-0.2164721,2.5765253e-06,9.999993,1.9878876e-06
1000.0,rec2020,-0.14717747,6.3898664,5.98538,-0.00981555,10.009347,10.009974
1000.0,rec2020,-0.0032739847,0.007704733,0.0145468805,8.440628e-06,-1.2884958e-05,10.000516
1000.0,rec2020,10.904243,-1.5739155,8.764433,10.000005,3.3294698e-06,9.999985
1000.0,rec2020,0.0073142066,0.4256502,0.26172903,0.128357,0.4242543,0.2891855
1000.0,rec2020,0.15716459,0.18876924,0.3079919,0.21790533,0.23109864,0.34486568
1000.0,rec2020,4.744303e-05,0.00046410962,3.990508e-05,0.0025988484,0.008282651,0.0012659718
1000.0,rec2020,1.14679715e-05,1.2396594e-06,7.5686416e-06,0.0016947701,0.0004466918,0.0013730896
1000.0,rec2020,5.0511985,4.424412,4.7739844,7.2360864,5.3612566,6.6169415
1000.0,rec2020,8.310277e-07,9.083296e-06,1.01296855e-05,0.00061579276,0.0014427718,0.001648773
1000.0,rec2020,-2.760419e-05,0.00013396727,0.00016114011,0.0008559144,0.005282826,0.006717768
1000.0,rec2020,7.0161247,7.7485547,4.975965,14.227237,18.438768,4.0771413
1000.0,rec2020,0.018333126,0.0002125736,0.014250037,0.054382034,0.008477067,0.051404513
1000.0,rec2020,9.064672,8.537337,9.355736,60.601448,33.506897,88.86737
1000.0,rec2020,-0.021322222,6.88939,10.463253,2.780145,12.510714,22.10129
1000.0,rec2020,0.028389659,0.05605393,0.0008331662,0.05361093,0.09035133,0.006388182
1000.0,rec2020,0.012435351,0.024620522,0.01791165,0.040305514,0.05387055,0.044926815
1000.0,rec2020,2.3942852,0.8335204,1.7928919,2.0856156,0.82160914,1.7603345
1000.0,rec2020,0.0009428992,5.4871934e-06,0.00070768496,0.012909614,0.0018970594,0.011854768
1000.0,rec2020,0.72127956,0.6388448,0.38850805,0.6353522,0.5944311,0.34960592
1000.0,rec2020,0.0009355871,0.0004187839,0.000505854,0.009795962,0.0067738243,0.007262718
1000.0,rec2020,4.3108606,5.755242,1.3164066,4.965704,7.1146417,0.71876377
1000.0,rec2020,0.0050057406,0.006510071,0.00072825246,0.020688234,0.025609452,0.0066087884
1000.0,rec2020,3.3658533e-05,3.509544e-05,1.9609352e-05,0.0021404761,0.002266434,0.001384733
1000.0,rec2020,4.57019,4.9474907,4.4888268,5.7410083,6.9708877,5.2463565
1000.0,rec2020,7.2253103,4.7805877,3.8914435,12.311175,5.347215,2.5092704
1000.0,rec2020,-0.12303265,6.262822,4.5815635,2.0257187,6.9622655,5.53768
1000.0,rec2020,3.53501,6.0391636,2.9674568,3.7690806,8.797609,2.135846
1000.0,rec2020,2.5389333,0.27095732,2.0792508,2.0247433,0.4833441,1.9702125
1000.0,rec2020,5.240325,1.0230886,3.2378614,4.7441,1.155749,3.4095504
1000.0,rec2020,8.029553,7.9963036,7.193334,24.53248,24.760975,11.826172
1000.0,rec2020,0.8861503,0.81740046,0.5290774,0.779369,0.7492183,0.45722538
1000.0,rec2020,0.29385573,0.2701608,0.04210961,0.27376875,0.27468976,0.059621945
1000.0,rec2020,1.4058425,3.217042,2.894604,1.7278981,3.3542423,3.0698342
1000.0,rec2020,0.035082757,-0.0045172293,0.037198573,0.14525242,-0.042813797,0.26234052
1000.0,rec2020,0.14128655,-0.011013872,0.073951125,0.25027317,-0.034150653,0.16085194
1000.0,rec2020,0.12040519,0.04747866,0.17361304,0.15937896,0.09650304,0.2186116
1000.0,rec2020,-0.026084201,0.1285556,0.08098539,-0.023726627,0.2178069,0.13215715
1000.0,rec2020,0.18884607,-0.004163127,0.13060273,0.23191701,0.019229429,0.19946334
1000.0,rec2020,0.3296649,0.26638252,0.002853095,0.29208344,0.26828322,0.01191858
1000.0,rec2020,0.18155278,0.17818923,-0.012549124,0.19156036,0.19844608,-0.045819364
1000.0,rec2020,0.118300535,0.18955575,0.23176713,0.18020903,0.22492865,0.26699883
4000.0,rec2020,0.0,0.0,0.0,0.0,0.0,0.0
4000.0,rec2020,3.383107e-08,3.3831046e-08,3.3831054e-08,0.000100000194,0.000100000216,0.00010000021
4000.0,rec2020,6.668953e-06,6.6689486e-06,6.6689495e-06,0.0010000017,0.0010000018,0.0010000013
4000.0,rec2020,0.0011376668,0.0011376658,0.001137666,0.010000007,0.010000011,0.010000007
4000.0,rec2020,0.025071375,0.025071356,0.025071364,0.05000001,0.05000003,0.050000016
4000.0,rec2020,0.16824189,0.16824216,0.16824213,0.17999986,0.18000016,0.18000005
4000.0,rec2020,0.6023213,0.60232127,0.6023214,0.49999988,0.4999997,0.49999973
4000.0,rec2020,1.338828,1.338827,1.3388273,1.0000004,0.99999994,1.0000001
4000.0,rec2020,2.8443258,2.8443284,2.8443274,1.9999982,2.000002,2.0000002
4000.0,rec2020,10.48838,10.488373,10.488376,7.9999957,8.0,7.999997
4000.0,rec2020,24.497402,24.497387,24.49739,31.999968,32.000065,31.999989
4000.0,rec2020,33.931942,33.931915,33.931923,99.99978,99.999825,99.99969
4000.0,rec2020,0.0146964425,8.902519e-05,0.00033560046,0.050000012,1.6292752e-08,4.763585e-09
4000.0,rec2020,0.029822443,0.027037121,-0.0004986091,0.049999963,0.050000068,-1.0439642e-08
4000.0,rec2020,-0.0006790472,0.015442746,0.0007641277,-8.104986e-09,0.05000004,9.565392e-10
4000.0,rec2020,-0.0016552553,0.014114707,0.013185161,1.6308634e-07,0.049999934,0.04999999
4000.0,rec2020,-1.9427855e-06,-4.9782926e-07,6.9931916e-06,3.600893e-06,-1.7301966e-06,0.049683243
4000.0,rec2020,0.013506045,-0.00034043714,0.010710778,0.05000003,2.1219341e-08,0.049999993
4000.0,rec2020,0.64846385,-0.0069961017,0.010000645,0.49999976,1.7108897e-07,3.096692e-08
4000.0,rec2020,0.73717153,0.66627645,-0.014646218,0.50000054,0.50000036,-8.873218e-09
4000.0,rec2020,-0.05674575,0.55806875,0.012258971,3.509076e-07,0.49999997,1.03575594e-07
4000.0,rec2020,-0.10075301,0.48834348,0.45469573,4.6980333e-07,0.49999994,0.50000054
4000.0,rec2020,-4.485648e-05,1.9916873e-05,0.0001011208,2.7660403e-07,-4.6902755e-07,0.50002515
4000.0,rec2020,0.54988533,-0.0327595,0.43666807,0.5000001,1.6050667e-07,0.4999998
4000.0,rec2020,1.5929666,-0.032620266,0.018548729,0.9999995,4.4503082e-07,6.1924425e-08
4000.0,rec2020,1.6456288,1.4857771,-0.03413435,0.9999995,1.0000006,-1.148743e-08
4000.0,rec2020,-0.1763758,1.3324777,0.012205318,-7.413481e-08,0.9999996,-7.0841653e-09
4000.0,rec2020,-0.29338744,1.1593606,1.0779341,-4.5083974e-07,1.0,1.000002
4000.0,rec2020,-0.00010890577,8.798764e-05,0.00026864719,-9.0546294e-08,2.3247505e-07,0.99997956
4000.0,rec2020,1.3379668,-0.10558235,1.0644675,0.99999976,4.054444e-07,1.0000004
4000.0,rec2020,21.538002,-1.0540924,0.06052348,9.999991,6.741933e-07,-9.993669e-08
4000.0,rec2020,15.540151,14.099303,-0.21248858,9.999995,10.000003,2.5658526e-06
4000.0,rec2020,-3.7450979,16.583164,-0.36223724,-7.903349e-06,9.999998,2.1067958e-06
4000.0,rec2020,-5.987817,14.36639,13.3154,-1.4067055e-07,10.000002,10.000019
4000.0,rec2020,-0.0029214523,0.008981196,0.016116124,-7.496403e-05,0.00011715724,9.99475
4000.0,rec2020,17.840855,-2.5507994,14.386526,9.999998,3.4586626e-06,9.99998
4000.0,rec2020,0.013105334,0.49435708,0.3058257,0.12835698,0.42425433,0.28918537
4000.0,rec2020,0.18063666,0.21876572,0.3639297,0.21790531,0.23109864,0.34486562
4000.0,rec2020,6.24673e-05,0.0005621149,5.152083e-05,0.0025988286,0.00828267,0.001265955
4000.0,rec2020,1.4029482e-05,1.5456e-06,9.268743e-06,0.0016947725,0.00044669016,0.0013730909
4000.0,rec2020,9.629754,7.711883,8.782797,7.2360916,5.3612585,6.6169457
4000.0,rec2020,1.057235e-06,1.1125724e-05,1.2400244e-05,0.00061578746,0.0014427765,0.0016487803
4000.0,rec2020,-2.7447804e-05,0.00016135976,0.00019255976,0.0008559011,0.0052828365,0.006717776
4000.0,rec2020,16.957214,19.93688,9.055548,14.227278,18.4388,4.0771356
4000.0,rec2020,0.02139311,0.00056136685,0.016647682,0.054382052,0.008477058,0.051404543
4000.0,rec2020,30.087225,25.662285,32.66926,60.60171,33.506966,88.86722
4000.0,rec2020,-5.812541,15.669015,28.939415,2.7802024,12.510629,22.101038
4000.0,rec2020,0.03321822,0.06528594,0.0011217834,0.053610973,0.09035129,0.006388175
4000.0,rec2020,0.014825708,0.028818928,0.021113481,0.04030557,0.053870555,0.04492685
4000.0,rec2020,3.3059444,0.96642107,2.4096074,2.0856156,0.8216092,1.760334
4000.0,rec2020,0.0011279711,2.1152411e-05,0.00084800244,0.012909612,0.001897057,0.011854768
