# generated by reference-checks/aces2_ocio_reference.py, OpenColorIO 2.5.2
# FIXED_FUNCTION_ACES_OUTPUT_TRANSFORM_20 (inverse direction)
# columns: peak_nits,limiting_primaries,r_display,g_display,b_display,r_ap0,g_ap0,b_ap0
# inputs are the forward outputs of aces2_ocio_output_transform.csv
4000.0,rec2020,0.88110864,0.77082264,0.443193,0.6353523,0.5944315,0.34960616
4000.0,rec2020,0.0011363904,0.0005092803,0.00061493466,0.009795964,0.006773823,0.0072627147
4000.0,rec2020,7.5689096,10.680442,1.5111597,4.9657006,7.1146536,0.7187638
4000.0,rec2020,0.005984287,0.0077853096,0.00086564315,0.020688213,0.025609458,0.006608774
4000.0,rec2020,4.1155094e-05,4.2858876e-05,2.454581e-05,0.002140477,0.0022664338,0.0013847385
4000.0,rec2020,8.120823,9.300182,7.877972,5.741001,6.9708824,5.2463455
4000.0,rec2020,16.358541,8.654867,6.1601634,12.311206,5.347207,2.5092647
4000.0,rec2020,-2.5058553,12.070585,8.19698,1.1829469,7.8450046,5.9025884
4000.0,rec2020,5.356443,12.125026,4.161702,3.7690787,8.797624,2.1358576
4000.0,rec2020,3.3302495,0.28074038,2.7247071,2.024742,0.4833443,1.9702163
4000.0,rec2020,8.251824,1.1492122,4.8858624,4.744101,1.1557493,3.4095519
4000.0,rec2020,22.453943,22.236336,17.696007,24.53258,24.760914,11.826096
4000.0,rec2020,1.0994861,1.0035667,0.61151296,0.77936935,0.7492181,0.45722538
4000.0,rec2020,0.34327263,0.31502756,0.047189254,0.27376887,0.27468947,0.059621986
4000.0,rec2020,1.6969852,4.8765583,4.310175,1.7278978,3.3542395,3.069833
4000.0,rec2020,0.039952192,-0.00392176,0.041743234,0.14525254,-0.042813845,0.26234072
4000.0,rec2020,0.15968247,-0.009989869,0.08451856,0.25027326,-0.034150746,0.16085243
4000.0,rec2020,0.13919553,0.055600386,0.20001625,0.15937907,0.09650295,0.21861166
4000.0,rec2020,-0.024862258,0.14596836,0.09349787,-0.023726316,0.21780668,0.13215701
4000.0,rec2020,0.2153203,-0.0022582007,0.14932342,0.231917,0.019229451,0.19946334
4000.0,rec2020,0.38434374,0.31040996,0.003232229,0.29208392,0.26828292,0.011918571
4000.0,rec2020,0.20985472,0.20667168,-0.014504718,0.19156016,0.19844632,-0.04581961
4000.0,rec2020,0.13605331,0.22035176,0.27042317,0.18020922,0.22492878,0.26699895
